lemme,cgram,gender,freqlivres_total,french_formatted,english
enflammer,VER,,10.66,enflammer,ignite
réconcilier,VER,,10.64,réconcilier,reconcile
arborer,VER,,10.64,arborer,to display
détenir,VER,,10.64,détenir,to possess
présider,VER,,10.63,présider,to preside
remporter,VER,,10.63,remporter,to win [formal]
jucher,VER,,10.62,jucher,cheers
résigné,ADJ,,10.62,résigné,resigned
va-et-vient,NOM,m,10.61,le va-et-vient,the coming and going
lycéen,NOM,m,10.61,le lycéen,the high school student
préjugé,NOM,m,10.61,le préjugé,the prejudice
forestier,NOM,m,10.61,le forestier,the forester
prophète,NOM,m,10.61,le prophète,the prophet
association,NOM,f,10.61,la association,the association
hameau,NOM,m,10.61,le hameau,the hamlet
meubler,VER,,10.61,meubler,furnish
flûte,NOM,f,10.61,la flûte,the flute
ralenti,NOM,m,10.61,le ralenti,slow motion
financier,ADJ,,10.61,financier,financier
renaissance,NOM,f,10.61,la renaissance,the renaissance
indigne,ADJ,,10.61,indigne,unworthy
aïeul,NOM,m,10.6,le aïeul,the grandfather
tap,NOM,m,10.6,le tap,the tap
favoriser,VER,,10.57,favoriser,to favor
aggraver,VER,,10.57,aggraver,to aggravate
impatienter,VER,,10.56,impatienter,to be impatient
tâtonner,VER,,10.56,tâtonner,to grope
apprivoiser,VER,,10.56,apprivoiser,tame
musical,ADJ,,10.55,musical,musical
chameau,NOM,m,10.55,le chameau,the camel
assaillir,VER,,10.55,assaillir,assaillir
rapidité,NOM,f,10.55,la rapidité,speed
caverne,NOM,f,10.54,la caverne,the cave
élu,NOM,m,10.54,le élu,the chosen one
roulant,ADJ,,10.54,roulant,rolling
souche,NOM,f,10.54,la souche,the strain
sous-sol,NOM,m,10.54,le sous-sol,the basement
argenté,ADJ,,10.54,argenté,silver
préparation,NOM,f,10.54,la préparation,the preparation
implacable,ADJ,,10.54,implacable,implacable
froissement,NOM,m,10.54,le froissement,the rustling
couture,NOM,f,10.54,la couture,sewing
ressemblance,NOM,f,10.54,la ressemblance,the resemblance
colis,NOM,m,10.54,le colis,the package
ivoire,NOM,m,10.54,le ivoire,ivory
pensionnaire,NOM,m,10.54,le pensionnaire,the boarder
livide,ADJ,,10.54,livide,livid
bruyamment,ADV,,10.54,bruyamment,loudly
vigoureux,ADJ,,10.54,vigoureux,vigorous
bourdonnement,NOM,m,10.54,le bourdonnement,the buzzing
bus,NOM,m,10.54,le bus,the bus
dix-neuf,ADJ:num,,10.54,dix-neuf,nineteen
dédaigner,VER,,10.5,dédaigner,disdain
somnoler,VER,,10.49,somnoler,to doze
renversé,ADJ,,10.48,renversé,overturned
trot,NOM,m,10.48,le trot,the trot
inciter,VER,,10.48,inciter,to incite
engendrer,VER,,10.48,engendrer,generate
apprentissage,NOM,m,10.48,le apprentissage,the learning
cafard,NOM,m,10.48,le cafard,the cockroach
maudire,VER,,10.48,maudire,curse
itinéraire,NOM,m,10.48,le itinéraire,the itinerary
carriole,NOM,f,10.47,la carriole,the cart
méditation,NOM,f,10.47,la méditation,meditation
fermeté,NOM,f,10.47,la fermeté,firmness
lieue,NOM,f,10.47,la lieue,the league
miner,VER,,10.47,miner,miner
coquillage,NOM,m,10.47,le coquillage,the shell
lande,NOM,f,10.47,la lande,the landing
impasse,NOM,f,10.47,la impasse,the impasse
patrouille,NOM,f,10.47,la patrouille,the patrol
galer,NOM,m,10.47,le galer,the gallery
grenouille,NOM,f,10.47,la grenouille,the frog
horizontal,ADJ,,10.47,horizontal,horizontal
rafraîchir,VER,,10.43,rafraîchir,refresh
ajuster,VER,,10.42,ajuster,adjust
effectif,NOM,m,10.42,le effectif,the workforce
marteler,VER,,10.42,marteler,hammer
noircir,VER,,10.41,noircir,blacken
coudrier,NOM,m,10.41,le coudrier,the hazel tree
contrairement,ADV,,10.41,contrairement,contrary to
pâleur,NOM,f,10.41,la pâleur,the paleness
concentration,NOM,f,10.41,la concentration,the concentration
mythe,NOM,m,10.41,le mythe,the myth
vocabulaire,NOM,m,10.41,le vocabulaire,vocabulary
valable,ADJ,,10.41,valable,valid
insensiblement,ADV,,10.41,insensiblement,imperceptibly
assurément,ADV,,10.41,assurément,certainly
voisinage,NOM,m,10.41,le voisinage,the neighborhood
ronflement,NOM,m,10.41,le ronflement,snoring
palpiter,VER,,10.41,palpiter,to palpitate
râler,VER,,10.41,râler,to grumble
vêtu,ADJ,,10.4,vêtu,dressed
arrestation,NOM,f,10.4,la arrestation,the arrest
rebelle,NOM,m,10.4,le rebelle,the rebel
roulement,NOM,m,10.4,le roulement,the rolling
laiteux,ADJ,,10.4,laiteux,milky
lugubre,ADJ,,10.4,lugubre,dismal
vertigineux,ADJ,,10.4,vertigineux,dizzy
écureuil,NOM,m,10.4,le écureuil,the squirrel
convertir,VER,,10.37,convertir,convert
suer,VER,,10.36,suer,sweat
répugner,VER,,10.35,répugner,to disgust
croître,VER,,10.35,croître,grow
périr,VER,,10.35,périr,perish
déménager,VER,,10.35,déménager,to relocate
engourdir,VER,,10.35,engourdir,numb
délicatement,ADV,,10.34,délicatement,delicately
rayonner,VER,,10.34,rayonner,radiate
mécanisme,NOM,m,10.34,le mécanisme,the mechanism
confiant,ADJ,,10.34,confiant,confident
modestie,NOM,f,10.34,la modestie,to modesty
baptême,NOM,m,10.34,le baptême,baptism
rappel,NOM,m,10.34,le rappel,the reminder
béant,ADJ,,10.34,béant,gaping
frémissement,NOM,m,10.34,le frémissement,the shudder
balance,NOM,f,10.34,la balance,the balance
exclusivement,ADV,,10.34,exclusivement,exclusively
jument,NOM,f,10.33,la jument,the mare
intermédiaire,NOM,m,10.33,le intermédiaire,the intermediary
terrifiant,ADJ,,10.33,terrifiant,creepy
grignoter,VER,,10.3,grignoter,nibble
trotter,VER,,10.29,trotter,trotter
vautrer,VER,,10.29,vautrer,wallow
encaisser,VER,,10.29,encaisser,cash in
parfumer,VER,,10.29,parfumer,perfumes
bourgeoisie,NOM,f,10.28,la bourgeoisie,the bourgeoisie
pauvreté,NOM,f,10.28,la pauvreté,poverty
déchirant,ADJ,,10.28,déchirant,heartbreaking
griser,VER,,10.28,griser,pigs
raisonner,VER,,10.28,raisonner,reason
grelotter,VER,,10.28,grelotter,to shiver
emprisonner,VER,,10.28,emprisonner,imprison
obstinément,ADV,,10.27,obstinément,obstinately
trafic,NOM,m,10.27,le trafic,traffic
antérieur,ADJ,,10.27,antérieur,prior
gênant,ADJ,,10.27,gênant,embarrassing
jeton,NOM,m,10.27,le jeton,the token
commune,NOM,f,10.27,la commune,the municipality
jardinier,NOM,m,10.27,le jardinier,the gardener
élite,NOM,f,10.27,la élite,the elite
maniaque,ADJ,,10.27,maniaque,maniac
siennes,PRO:pos,,10.27,siennes,his
tiédeur,NOM,f,10.27,la tiédeur,lukewarmness
tunique,NOM,f,10.27,la tunique,the tunic
saurer,VER,,10.27,saurer,sour
multitude,NOM,f,10.27,la multitude,the crowd
crinière,NOM,f,10.27,la crinière,the mane
commercial,ADJ,,10.27,commercial,commercial
anxiété,NOM,f,10.27,la anxiété,anxiety
épicier,NOM,m,10.27,le épicier,the grocer
blafard,ADJ,,10.27,blafard,pale
fraternel,ADJ,,10.27,fraternel,fraternal
couturier,NOM,m,10.26,le couturier,the tailor
diffuser,VER,,10.23,diffuser,diffuser
trôner,VER,,10.22,trôner,to enthrone
éponger,VER,,10.22,éponger,mop up
confesser,VER,,10.22,confesser,confess
crépiter,VER,,10.21,crépiter,crackle
suivi,ADJ,,10.21,suivi,follow up
redire,VER,,10.21,redire,to say again
natte,NOM,f,10.21,la natte,the mat
malentendu,NOM,m,10.21,le malentendu,the misunderstanding
procession,NOM,f,10.21,la procession,The procession
génial,ADJ,,10.21,génial,awesome
écrasé,ADJ,,10.21,écrasé,crushed
conforme,ADJ,,10.21,conforme,according to
pharmacie,NOM,f,10.2,la pharmacie,the pharmacy
cuiller,NOM,f,10.2,la cuiller,the spoon
frisé,ADJ,,10.2,frisé,curly
tranchant,NOM,m,10.2,le tranchant,the cutting edge
chaos,NOM,m,10.2,le chaos,chaos
cachet,NOM,m,10.2,le cachet,the stamp
insu,NOM,m,10.2,le insu,the unknown
appréhension,NOM,f,10.2,la appréhension,the apprehension
digue,NOM,f,10.2,la digue,the dike
usure,NOM,f,10.2,la usure,wear and tear
hêtre,NOM,m,10.2,le hêtre,the beech
véranda,NOM,f,10.2,la véranda,the veranda
jean,NOM,m,10.2,le jean,the jeans
parfumé,ADJ,,10.2,parfumé,perfumed
brosser,VER,,10.16,brosser,brush
fuser,VER,,10.15,fuser,fuser
maintien,NOM,m,10.14,le maintien,maintenance
teinter,VER,,10.14,teinter,tint
stratégique,ADJ,,10.14,stratégique,strategic
précipitamment,ADV,,10.14,précipitamment,hastily
quarantaine,NOM,f,10.14,la quarantaine,quarantine
torchon,NOM,m,10.14,le torchon,the tea towel
bûcher,NOM,m,10.14,le bûcher,the stake
pittoresque,ADJ,,10.14,pittoresque,picturesque
ricanement,NOM,m,10.14,le ricanement,the sneer
splendide,ADJ,,10.14,splendide,splendid
interrogatoire,NOM,m,10.14,le interrogatoire,the interrogation
repli,NOM,m,10.14,le repli,the retreat
pyramide,NOM,f,10.14,la pyramide,the pyramid
poignard,NOM,m,10.14,le poignard,the dagger
visière,NOM,f,10.14,la visière,the visor
distinction,NOM,f,10.14,la distinction,the distinction
fleuri,ADJ,,10.13,fleuri,flowery
horaire,NOM,m,10.13,le horaire,the schedule
accessoire,NOM,m,10.13,le accessoire,the accessory
interne,ADJ,,10.13,interne,internal
menteur,NOM,m,10.13,le menteur,the liar
desquels,PRO:rel,,10.13,desquels,of which
destination,NOM,f,10.13,la destination,the destination
tutoyer,VER,,10.12,tutoyer,to use the familiar form
différer,VER,,10.09,différer,differ
extirper,VER,,10.08,extirper,to extirpate
consul,NOM,m,10.07,le consul,I advise them
bride,NOM,f,10.07,la bride,the bride
saillant,ADJ,,10.07,saillant,projecting
bouc,NOM,m,10.07,le bouc,the goatee
fraise,NOM,f,10.07,la fraise,the strawberry
pipi,NOM,m,10.07,le pipi,the turkey
infanterie,NOM,f,10.07,la infanterie,in the infantry
indépendant,ADJ,,10.07,indépendant,independent
mirage,NOM,m,10.07,le mirage,the mirage
scie,NOM,f,10.07,la scie,the saw
anormal,ADJ,,10.07,anormal,abnormal
dédain,NOM,m,10.07,le dédain,disdain
illuminé,ADJ,,10.07,illuminé,illuminated
romanesque,ADJ,,10.07,romanesque,romanesque
fermement,ADV,,10.07,fermement,firmly
intonation,NOM,f,10.07,la intonation,the intonation
autorisation,NOM,f,10.07,la autorisation,the authorization
rudement,ADV,,10.07,rudement,roughly
idole,NOM,f,10.07,la idole,the idol
houle,NOM,f,10.07,la houle,the swell
écoute,NOM,f,10.07,la écoute,listening to her
granit,NOM,m,10.07,le granit,granite
robuste,ADJ,,10.07,robuste,robust
évasion,NOM,f,10.07,la évasion,the escape
décidé,ADJ,,10.06,décidé,decided
éclipser,VER,,10.06,éclipser,eclipse
impeccable,ADJ,,10.06,impeccable,impeccable
entrouvert,ADJ,,10.06,entrouvert,half-open
miniature,NOM,f,10.06,la miniature,the miniature
sûreté,NOM,f,10.06,la sûreté,safety
propagande,NOM,f,10.06,la propagande,propaganda
confectionner,VER,,10.01,confectionner,to make
choir,VER,,10.01,choir,choir
insolent,ADJ,,10.0,insolent,insolent
match,NOM,m,10.0,le match,the match
tardif,ADJ,,10.0,tardif,late
libéré,ADJ,,10.0,libéré,released
compréhension,NOM,f,10.0,la compréhension,understanding
artistique,ADJ,,10.0,artistique,artistic
faisceau,NOM,m,10.0,le faisceau,the beam
grandiose,ADJ,,10.0,grandiose,grandiose
baigneur,NOM,m,10.0,le baigneur,the bather
passeport,NOM,m,10.0,le passeport,the passport
rocheux,ADJ,,10.0,rocheux,rocky
soixante-dix,ADJ:num,,10.0,soixante-dix,seventy
diplomatique,ADJ,,10.0,diplomatique,diplomatic
confusément,ADV,,10.0,confusément,confusedly
nausée,NOM,f,10.0,la nausée,nausea
poliment,ADV,,10.0,poliment,politely
feuillet,NOM,m,10.0,le feuillet,the leaflet
lâcheté,NOM,f,10.0,la lâcheté,cowardice
lucarne,NOM,f,10.0,la lucarne,the skylight
solidement,ADV,,10.0,solidement,firmly
gymnastique,NOM,f,10.0,la gymnastique,gymnastics
gravure,NOM,f,10.0,la gravure,engraving
commis,NOM,m,10.0,le commis,the clerk
confession,NOM,f,10.0,la confession,the confession
répartir,VER,,9.95,répartir,to share out
consumer,VER,,9.95,consumer,consumer
branler,VER,,9.95,branler,jerk off
gomme,NOM,f,9.94,la gomme,the eraser
sandwich,NOM,m,9.94,le sandwich,the sandwich
certificat,NOM,m,9.94,le certificat,the certificate
obligé,ADJ,,9.94,obligé,obliged
tempérament,NOM,m,9.93,le tempérament,temperament
verbe,NOM,m,9.93,le verbe,the verb
juron,NOM,m,9.93,le juron,the swear word
éternellement,ADV,,9.93,éternellement,eternally
émaner,VER,,9.93,émaner,emanate
cinquantaine,NOM,f,9.93,la cinquantaine,the fifties
sucré,ADJ,,9.93,sucré,sugar
tué,ADJ,,9.93,tué,killed
peuplier,NOM,m,9.93,le peuplier,the poplar
pétard,NOM,m,9.93,le pétard,the firecracker
exposé,NOM,m,9.93,le exposé,the presentation
résignation,NOM,f,9.93,la résignation,resignation
rigide,ADJ,,9.93,rigide,rigid
jaunâtre,ADJ,,9.93,jaunâtre,yellowish
mimer,VER,,9.88,mimer,mimic
pionnier,NOM,m,9.88,le pionnier,the pioneer
scier,VER,,9.88,scier,saw
souplesse,NOM,f,9.87,la souplesse,flexibility
parking,NOM,m,9.87,le parking,the parking
désinvolture,NOM,f,9.87,la désinvolture,casualness
hiérarchie,NOM,f,9.87,la hiérarchie,the hierarchy
abeille,NOM,f,9.87,la abeille,the bee
méprisant,ADJ,,9.87,méprisant,contemptuous
routier,NOM,m,9.87,le routier,the trucker
tablette,NOM,f,9.87,la tablette,the tablet
défait,ADJ,,9.86,défait,defeated
olive,NOM,f,9.86,la olive,the olives
super,ADJ,,9.86,super,"great, terrific"
miss,NOM,f,9.86,la miss,the miss
maintes,ADJ:ind,,9.86,maintes,many
faïence,NOM,f,9.86,la faïence,earthenware
chèque,NOM,m,9.86,le chèque,the check
impressionnant,ADJ,,9.86,impressionnant,impressive
star,NOM,f,9.86,la star,the star
prudemment,ADV,,9.86,prudemment,cautiously
tic,NOM,m,9.86,le tic,le tic
âpre,ADJ,,9.86,âpre,harsh
évacuer,VER,,9.82,évacuer,evacuate
astiquer,VER,,9.81,astiquer,polish
éclabousser,VER,,9.81,éclabousser,splash
continu,ADJ,,9.81,continu,continuous
prieur,NOM,m,9.81,le prieur,the prior
pensif,ADJ,,9.8,pensif,thoughtful
vital,ADJ,,9.8,vital,vital
vernis,NOM,m,9.8,le vernis,the varnish
excéder,VER,,9.8,excéder,exceed
haletant,ADJ,,9.8,haletant,panting
change,NOM,m,9.8,le change,the exchange
immuable,ADJ,,9.8,immuable,immutable
infirme,NOM,m,9.8,le infirme,the cripple
fable,NOM,f,9.8,la fable,the fable
saindoux,NOM,m,9.8,le saindoux,lard
dupe,ADJ,,9.8,dupe,dupe
métaphysique,ADJ,,9.8,métaphysique,metaphysical
labeur,NOM,m,9.8,le labeur,the work
approbation,NOM,f,9.8,la approbation,the approval
propice,ADJ,,9.8,propice,favorable
tire,NOM,f,9.79,la tire,the tire
armement,NOM,m,9.79,le armement,the armament
coulée,NOM,f,9.79,la coulée,the casting
insolence,NOM,f,9.79,la insolence,the insolence
soigné,ADJ,,9.79,soigné,neat
miche,NOM,f,9.79,la miche,the miche
épouvante,NOM,f,9.79,la épouvante,the horror
tricher,VER,,9.76,tricher,cheat
insinuer,VER,,9.76,insinuer,insinuate
évaluer,VER,,9.76,évaluer,assess
cime,NOM,f,9.73,la cime,the tops
variété,NOM,f,9.73,la variété,the variety
culturel,ADJ,,9.73,culturel,cultural
courtois,ADJ,,9.73,courtois,courtois
bouillie,NOM,f,9.73,la bouillie,porridge
touchant,ADJ,,9.73,touchant,touching
spécialité,NOM,f,9.73,la spécialité,the specialty
maladresse,NOM,f,9.73,la maladresse,clumsiness
vicieux,ADJ,,9.73,vicieux,vicious
dégât,NOM,m,9.73,le dégât,the damage
fumé,ADJ,,9.73,fumé,smoked
récompense,NOM,f,9.73,la récompense,the reward
bavardage,NOM,m,9.73,le bavardage,the chatter
excité,ADJ,,9.73,excité,excited
verdâtre,ADJ,,9.73,verdâtre,greenish
clameur,NOM,f,9.73,la clameur,the clamor
imperceptiblement,ADV,,9.73,imperceptiblement,imperceptibly
résistant,NOM,m,9.72,le résistant,the resistant
succomber,VER,,9.69,succomber,succumb
écoeurer,VER,,9.69,écoeurer,disgust
fredonner,VER,,9.68,fredonner,hum
bénéficier,VER,,9.68,bénéficier,benefit
égorger,VER,,9.68,égorger,to slit throats
ignorant,ADJ,,9.67,ignorant,ignorant
gradé,NOM,m,9.67,le gradé,the graded
écarlate,ADJ,,9.67,écarlate,scarlet
illustre,ADJ,,9.67,illustre,illustrated
secondaire,ADJ,,9.67,secondaire,secondary
argile,NOM,f,9.66,la argile,the clay
affamé,ADJ,,9.66,affamé,hungry
réfectoire,NOM,m,9.66,le réfectoire,the refectory
tortiller,VER,,9.66,tortiller,twist
docile,ADJ,,9.66,docile,docile
brouhaha,NOM,m,9.66,le brouhaha,the hubbub
assise,NOM,f,9.66,la assise,the seat
sincérité,NOM,f,9.66,la sincérité,sincerity
contemplation,NOM,f,9.66,la contemplation,la contemplation
maille,NOM,f,9.66,la maille,the mesh
loque,NOM,f,9.66,la loque,foulbrood
communisme,NOM,m,9.66,le communisme,communism
consommation,NOM,f,9.66,la consommation,consumption
noyau,NOM,m,9.66,le noyau,the core
fouler,VER,,9.62,fouler,tread
perruque,NOM,f,9.6,la perruque,the wig
capter,VER,,9.6,capter,capture
mât,NOM,m,9.6,le mât,the mast
dû,ADJ,,9.6,dû,of
grincement,NOM,m,9.6,le grincement,the creaking
repère,NOM,m,9.6,le repère,the landmark
tombée,NOM,f,9.6,la tombée,the fall
t,NOM,m,9.6,le t,the t
puéril,ADJ,,9.6,puéril,childish
triple,ADJ,,9.6,triple,triple
arraché,ADJ,,9.6,arraché,ripped off
conjugal,ADJ,,9.6,conjugal,conjugal
cocktail,NOM,m,9.6,le cocktail,the cocktail
girl,NOM,f,9.59,la girl,la girl
beige,ADJ,,9.59,beige,beige
circuit,NOM,m,9.59,le circuit,the circuit
bâtisse,NOM,f,9.59,la bâtisse,the building
trempé,ADJ,,9.59,trempé,soaked
faille,NOM,f,9.59,la faille,the fault
manoir,NOM,m,9.59,le manoir,the manor
inlassablement,ADV,,9.59,inlassablement,tirelessly
brèche,NOM,f,9.59,la brèche,the breach
instinctif,ADJ,,9.59,instinctif,instinctive
minéral,ADJ,,9.59,minéral,mineral
entrevue,NOM,f,9.59,la entrevue,the interview
peinard,ADJ,,9.59,peinard,easygoing
maladroitement,ADV,,9.59,maladroitement,awkwardly
librairie,NOM,f,9.59,la librairie,the bookstore
bouffe,NOM,f,9.59,la bouffe,the food
humer,VER,,9.56,humer,to smell
intituler,VER,,9.55,intituler,title
griffer,VER,,9.55,griffer,scratch
rhabiller,VER,,9.55,rhabiller,to dress up
arpenter,VER,,9.54,arpenter,to survey
précipité,ADJ,,9.54,précipité,precipitate
bourdonner,VER,,9.54,bourdonner,buzz
épaissir,VER,,9.54,épaissir,thicken
jacter,VER,,9.54,jacter,hunter
cartouche,NOM,f,9.53,la cartouche,the cartridge
sous-officier,NOM,m,9.53,le sous-officier,the non-commissioned officer
inépuisable,ADJ,,9.53,inépuisable,inexhaustible
menthe,NOM,f,9.53,la menthe,mint
égoïsme,NOM,m,9.53,le égoïsme,selfishness
palme,NOM,f,9.53,la palme,the flipper (swimming)
symbolique,ADJ,,9.53,symbolique,symbolic
grognement,NOM,m,9.53,le grognement,the growl
soutien,NOM,m,9.53,le soutien,the support
végétation,NOM,f,9.53,la végétation,vegetation
imprimerie,NOM,f,9.53,la imprimerie,the printing house
fuyant,ADJ,,9.53,fuyant,fleeing
informe,ADJ,,9.53,informe,report
invraisemblable,ADJ,,9.53,invraisemblable,unbelievable
audience,NOM,f,9.53,la audience,the audience
suédois,ADJ,,9.53,suédois,Swedish
digérer,VER,,9.53,digérer,digest
bracelet,NOM,m,9.52,le bracelet,the bracelet
avertissement,NOM,m,9.52,le avertissement,the warning
épouvantable,ADJ,,9.52,épouvantable,terrible
addition,NOM,f,9.52,la addition,the addition
raisin,NOM,m,9.52,le raisin,the grape
coloré,ADJ,,9.51,coloré,colored
embrouiller,VER,,9.49,embrouiller,confuse
louper,VER,,9.49,louper,miss
investir,VER,,9.48,investir,invest
prostitué,NOM,m,9.47,le prostitué,the prostitute
tenu,ADJ,,9.47,tenu,tenuous
posture,NOM,f,9.46,la posture,the posture
sollicitude,NOM,f,9.46,la sollicitude,concern
étable,NOM,f,9.46,la étable,the stable
instinctivement,ADV,,9.46,instinctivement,instinctively
malédiction,NOM,f,9.46,la malédiction,the curse
retrousser,VER,,9.46,retrousser,roll up
effrayé,ADJ,,9.46,effrayé,scared
équiper,VER,,9.46,équiper,equip
moqueur,ADJ,,9.46,moqueur,mocking
râle,NOM,m,9.46,le râle,the rattle
hargneux,ADJ,,9.46,hargneux,angry
sagement,ADV,,9.46,sagement,wisely
distinct,ADJ,,9.46,distinct,distinct
résulter,VER,,9.46,résulter,result
académie,NOM,f,9.46,la académie,the academy
épicerie,NOM,f,9.46,la épicerie,the grocer’s
ter,ADV,,9.46,ter,to have
brut,ADJ,,9.46,brut,brut
indigène,NOM,m,9.46,le indigène,the native
douane,NOM,f,9.46,la douane,the customs (at a border)
fâcheux,ADJ,,9.46,fâcheux,annoying
cancer,NOM,m,9.46,le cancer,cancer
latte,NOM,f,9.46,la latte,the milk
entonnoir,NOM,m,9.46,le entonnoir,the funnel
froissé,ADJ,,9.46,froissé,crumpled
rosée,NOM,f,9.46,la rosée,the dew
punition,NOM,f,9.46,la punition,the punishment
millénaire,NOM,m,9.45,le millénaire,the millennium
atterrir,VER,,9.43,atterrir,to land [aeroplane]
défoncer,VER,,9.43,défoncer,to smash
gaver,VER,,9.41,gaver,gifts
cingler,VER,,9.41,cingler,cingler
mobiliser,VER,,9.41,mobiliser,mobilize
restituer,VER,,9.41,restituer,restore
pivoter,VER,,9.41,pivoter,rotate
totalité,NOM,f,9.4,la totalité,the whole
vagabond,NOM,m,9.4,le vagabond,the wanderer
